Time,BtoB
,3880
,4080
,3800
,3680
,3480
,3720
,3640
,4920
,3840
,4120
,4360
,4200
,4240
,3840
,3960
,4000
,4160
,3880
,4760
,3600
,4000
,3240
,3000
,3240
,3680
,3640
,3600
,3600
,3120
,3320
,3360
,3480
,3680
,3560
,3240
,9440
,3720
,4240
,4360
,4000
,3440
,4280
,3840
,3520
,3520
,3440
,3440
,3640
,3360
,3400
,3640
,3440
,3480
,3760
,3640
,4000
,4240
,4160
,4120
,3520
,4160
,3840
,4080
,3840
,3760
,3720
,3720
,3200
,3360
,3360
,3640
,3720
,3840
,3600
,3720
,3080
,3400
,3320
,3560
,3320
,3840
,3120
,3240
,3640
,4000
,3840
,3600
,3880
,3240
,3600
,3440
,3240
,3520
,2960
,3560
,4400
,4720
,3920
,3960
,3520
,3520
,3640
,3760
,3520
,3360
,3640
,3560
,3280
,3360
,3320
,3760
,3360
,3640
,3600
,3440
,3920
,3480
,3720
,3840
,4200
,3760
,3600
,3480
,3480
,3560
,4000
,3600
,3600
,3640
,3600
,3920
,3760
,3400
,3520
,3320
,3360
,3360
,3480
,3640
,4200
,3680
,3840
,3480
,3720
,3680
,3760
,3320
,3440
,3640
,3280
,3800
,3760
,4280
,3880
,3920
,2960
,3640
,3320
,3480
,3040
,3280
,3240
,3480
,3160
,3200
,3640
,3560
,3480
,3280
,3720
,3360
,3680
,3920
,3960
,3600
,3880
,3440
,3480
,3360
,3680
,3400
,3800
,3240
,3880
,4120
,3840
,3560
,4120
,3360
,3240
,3200
,3440
,3440
,3400
,3200
,3760
,3520
,3600
,4040
,3800
,3720
,3840
,3640
,3600
,3320
,3040
,3040
,3080
,3320
,3520
,3560
,3200
,3800
,3440
,3760
,3440
,3360
,3440
,3480
,3720
,2960
,3080
,4360
,4040
,2960
,3000
,3640
,2840
,2920
,3200
,2600
,2960
,2920
,3120
,3000
,3200
,2880
,3240
,3360
,3280
,3280
,3440
,5400
,4520
,3720
,3480
,3600
,3600
,3960
,3400
,3840
,3480
,3720
,3520
,3880
,4160
,4240
,3920
,3920
,3640
,3680
,3360
,2640
,3080
,2840
,3160
,4080
,3240
,3280
,3640
,3840
,3760
,3040
,3080
,3200
,3480
,3840
,3360
,3040
,3400
,3520
,3720
,3400
,3440
,3400
,3040
,3400
,3880
,3240
,3880
,3560
,3320
,3400
,3160
,3040
,3240
,3320
,3560
,3520
,3320
,3800
,3480
,3840
,3920
,3400
,4040
,3360
,3240
,3080
,3200
,3840
,3480
,3080
,3840
,3640
,3680
,3640
,3640
,3880
,4040
,3800
,3680
,4160
,4160
,3600
,3600
,3920
,3880
,3640
,3920
,4080
,4160
,3960
,3760
,4120
,4200
,4040
,3280
,4320
,3800
,3600
,3600
,3560
,3840
,3880
,3760
,3760
,4000
,4120
,4160
,4240
,3800
,3920
,3720
,4040
,3880
,4240
,4040
,3760
,4120
,4240
,3400
,4160
,3160
,3400
,3760
,3760
,3440
,3520
,3480
,3680
,3640
,3720
,3800
,3440
,3640
,3840
,3760
,3840
,3440
,4280
,5440
,4400
,4120
,3880
,3560
,3680
,3480
,3520
,3320
,3320
,3040
,3000
,2960
,3120
,3080
,3360
,3520
,3320
,3520
,3000
,3680
,3400
,3640
,4080
,3480
,3200
,3080
,3480
,3640
,3320
,3160
,3080
,3320
,3640
,2280
,3600
,3600
,3040
,3480
,3520
,3880
,4000
,3240
,3600
,3640
,3720
,3400
,3520
,3200
,3520
,3880
,3640
,4080
,3280
,3400
,3720
,3640
,3200
,3720
,3880
,3120
,3440
,3320
,3960
,4160
,4120
,3840
,3480
,3920
,3760
,3520
,3280
,3200
,3480
,3440
,3760
,3520
,3520
,2960
,3600
,3520
,3200
,3560
,3400
,3240
,2960
,2600
,3280
,3400
,3360
,3000
,3040
,3200
,2960
,3240
,4000
,4280
,3920
,3800
,3480
,2880
,3200
,3400
,3680
,3400
,3480
,3120
,3360
,3560
,3560
,3200
,3400
,3000
,3880
,3080
,2840
,3520
,3000
,3080
,4360
,3520
,3320
,2640
,3600
,3640
,3280
,3440
,3080
,3760
,3280
,3000
,3840
,4400
,3280
,3520
,3600
,3520
,3640
,4040
,3840
,3960
,3560
,3120
,3280
,3640
,3440
,3800
,3360
,3600
,3720
,3040
,3760
,4000
,3760
,3640
,3480
,3080
,3840
,3840
,3360
,3960
,4960
,2360
,4560
,5440
,4120
,4320
,3320
,3280
,3880
,3440
,3760
,3560
,3840
,3080
,2920
,2880
,2560
,2680
,3040
,3000
,2800
,3000
,4360
,3400
,3520
,3520
,3400
,3200
,3160
,3960
,3280
,3440
,3680
,3040
,3160
,3240
,3800
,3480
,3320
,3640
,3280
,3840
,3520
,3880
,4040
,3000
,3280
,3040
,3320
,3360
,3120
,3360
,3440
,3320
,3320
,3480
,3640
,3720
,3280
,3360
,3560
,3480
,3680
,2920
,3760
,3760
,3560
,3600
,3200
,3280
,2880
,2800
,3360
,3640
,3520
,3800
,2520
,3560
,3560
,3480
,3760
,4080
,3800
,3840
,3720
,3800
,3920
,4080
,3680
,3720
,3600
,3880
,3840
,3560
,3320
,3080
,3440
,3160
,3400
,3320
,3440
,3280
,3560
,3720
,3400
,3040
,3560
,4040
,3560
,3640
,3800
,3680
,3240
,3720
,3840
,3680
,3680
,4000
,4000
,4320
,3800
,3600
,3240
,3840
,3480
,3880
,3560
,3000
,3240
,3680
,4200
,3880
,3400
,3280
,3520
,3520
,3520
,3280
,3360
,3480
,3960
,4640
,5800
,4920
,3360
,3720
,3320
,3160
,3240
,3400
,4000
,3880
,4040
,3960
,4000
,3320
,3440
,3440
,3560
,3560
,3360
,3160
,2680
,3400
,3280
,3720
,3160
,3360
,3560
,3400
,3160
,3240
,3640
,3640
,3560
,3320
,3600
,3200
,3920
,3280
,3520
,3520
,3160
,3280
,3280
,3440
,3800
,4320
,4320
,3800
,3440
,4000
,3920
,3720
,3280
,2880
,2720
,3080
,3520
,3720
,4000
,3240
,3640
,3480
,2960
,3880
,4200
,3680
,3280
,3640
,3560
,4520
,4240
,4200
,3840
,3480
,3280
,3600
,3840
,4200
,3400
,3400
,4240
,3520
,4240
,3400
,4000
,3880
,3600
,3720
,3760
,3880
,3520
,4040
,3280
,3440
,3040
,3160
,4280
,5040
,4080
,4040
,3560
,3520
,3480
,3600
,3560
,3720
,3200
,3120
,3680
,3680
,5320
,3040
,3400
,3480
,4040
,4240
,3560
,3680
,3520
,3720
,3960
,3800
,3720
,3920
,3920
,3920
,3720
,3520
,3600
,3600
,3960
,3680
,3320
,3560
,3160
,3360
,3600
,3320
,4000
,4760
,4360
,3760
,3640
,3320
,3480
,3800
,3280
,3240
,3480
,3400
,3480
,3400
,3520
,3200
,3200
,3240
,3600
,4320
,3840
,3880
,4080
,3880
,3520
,3880
,3800
,3880
,3800
,4240
,3760
,3800
,3440
,4000
,4120
,4360
,3880
,3760
,4360
,4680
,4080
,4280
,3520
,3400
,3320
,3320
,3480
,3480
,3280
,3160
,3400
,3040
,3120
,2760
,3600
,3760
,3680
,3920
,3200
,3800
,3040
,3160
,2800
,3320
,3360
,3880
,3840
,3400
,3680
,4200
,4000
,3920
,3400
,3240
,3080
,3280
,3120
,3000
,3360
,4000
,3960
,3800
,3120
,3680
,3720
,4400
,3840
,4120
,4640
,5520
,3800
,4000
,3920
,3280
,3160
,3080
,3440
,3560
,3640
,3240
,4840
,4880
,4120
,4120
,4160
,3600
,3720
,3480
,3880
,3640
,3920
,4320
,3920
,4160
,4680
,3640
,3640
,4160
,5000
,3680
,4480
,3680
,3800
,3640
,3680
,3800
,4040
,3640
,3760
,3320
,3080
,3240
,4160
,4240
,3680
,3520
,3800
,3400
,2680
,2760
,3240
,3000
,3240
,3560
,3360
,2920
,3120
,2480
,2760
,2760
,2720
,3040
,2600
,3040
,2640
,2840
,3720
,4240
,3240
,3120
,3120
,3200
,3040
,2840
,2920
,2960
,3280
,3120
,3200
,3280
,2920
,3400
,2760
,3280
,3400
,3480
,3480
,3400
,3080
,3160
,3640
,2840
,3600
,3600
,4040
,3160
,3040
,3080
,2320
,2800
,4360
,4000
,3800
,3320
,3880
,3280
,2840
,2920
,2920
,3560
,3400
,3120
,3400
,3320
,3520
,4120
,3520
,3840
,3400
,3760
,4360
,3960
,3800
,4000
,3680
,3840
,3960
,4080
,3800
,3840
,3800
,3960
,4040
,3680
,3440
,3680
,4160
,4040
,3880
,3720
,3800
,3720
,3760
,3600
,3560
,4520
