Time,HR,BR,Posture,Activity,PeakAcceleration,BatteryVolts,BatteryLevel,BRAmplitude,ECGAmplitude,ECGNoise,HRConfidence,HRV,ROGTime,ROG,DeviceTemp,StatusInfo,LinkQuality,RSSI,TxPower,CoreTemp,AuxADC1,AuxADC2,AuxADC3,ImpulseLoad,WalkSteps,RunSteps,Bounds,Jumps,MinorImpacts,MajorImpacts,AvForceDevRate,AvStepImpulse,AvStepPeriod,JumpFlightTime,PeakAccelPhi,peakAccelTheta
03/05/2020 20:14:43.436,65,10.0,-15,0.10,0.13,4.173,95,0.000,0.000000,0.000000,0,65535,3,2,33.3,691,255,-128,-128,6553.5,465,463,507,5,0,0,0,0,0,0,0.00,0.00,0.000,0.00,163,140
03/05/2020 20:14:44.436,65,10.0,-15,0.05,0.08,4.173,95,0.000,0.000000,0.000060,0,65535,0,0,33.3,691,255,-128,-128,6553.5,463,460,507,5,0,0,0,0,0,0,0.00,0.00,0.000,0.00,162,162
03/05/2020 20:14:45.436,65,10.0,-16,0.05,0.44,4.173,95,0.000,0.005140,0.000840,0,65535,0,0,33.3,688,255,-128,-128,6553.5,822,622,529,5,0,0,0,0,0,0,0.00,0.00,0.000,0.00,130,173
03/05/2020 20:14:46.436,60,10.0,-17,0.04,0.20,4.173,95,0.000,0.005140,0.001240,0,65535,0,1,33.3,688,255,-128,-128,6553.5,129,232,442,14,3,0,0,0,0,0,0.00,0.00,0.000,0.00,155,176
03/05/2020 20:14:47.436,55,10.0,-19,0.11,0.20,4.173,95,0.000,0.005120,0.000820,0,65535,0,2,33.3,688,255,-128,-128,6553.5,505,475,508,14,3,0,0,0,0,0,0.00,0.00,0.000,0.00,151,161
03/05/2020 20:14:48.436,67,10.0,-18,0.09,0.32,4.173,95,65535.000,0.005120,0.000640,0,65535,1,0,33.3,688,255,-128,-128,6553.5,415,446,506,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,178,-71
03/05/2020 20:14:49.436,76,10.0,-15,0.12,0.21,4.173,95,65535.000,0.004720,0.000520,9,65535,1,1,33.3,688,255,-128,-128,6553.5,445,454,504,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,153,174
03/05/2020 20:14:50.436,85,10.0,-17,0.08,0.12,4.173,95,63942.000,0.004720,0.000380,20,65535,1,2,33.3,688,255,-128,-128,6553.5,487,464,506,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,157,175
03/05/2020 20:14:51.436,96,10.0,-18,0.04,0.06,4.165,94,52299.000,0.004720,0.000260,30,65535,1,3,33.3,688,255,-128,-128,6553.5,441,452,497,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,157,163
03/05/2020 20:14:52.436,100,10.0,-18,0.02,0.06,4.165,94,40240.000,0.004720,0.000200,39,65535,1,4,33.3,688,255,-128,-128,6553.5,448,453,505,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,158,174
03/05/2020 20:14:53.436,101,10.0,-18,0.02,0.04,4.165,94,31625.000,0.004700,0.000160,46,65535,1,5,33.3,688,255,-128,-128,6553.5,453,458,512,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,160,158
03/05/2020 20:14:54.436,98,10.0,-18,0.01,0.04,4.165,94,27270.000,0.004700,0.000120,53,65535,1,6,33.3,688,255,-128,-128,6553.5,446,453,506,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,157,161
03/05/2020 20:14:55.436,95,10.0,-19,0.01,0.03,4.165,94,25684.000,0.004500,0.000100,59,65535,1,7,33.3,688,255,-128,-128,6553.5,446,452,505,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,159,162
03/05/2020 20:14:56.436,92,10.0,-19,0.01,0.06,4.165,94,25515.000,0.004500,0.000080,64,65535,1,8,33.3,688,255,-128,-128,6553.5,446,453,505,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,161,155
03/05/2020 20:14:57.436,90,10.0,-19,0.01,0.06,4.165,94,24221.000,0.004480,0.000080,69,65535,1,9,33.3,688,255,-128,-128,6553.5,447,453,504,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,159,158
03/05/2020 20:14:58.436,90,10.0,-19,0.02,0.06,4.165,94,22156.000,0.004480,0.000080,73,65535,1,10,33.3,688,255,-128,-128,6553.5,442,451,505,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,156,162
03/05/2020 20:14:59.436,93,10.0,-19,0.02,0.04,4.165,94,19803.000,0.004620,0.000100,76,65535,1,11,33.3,688,255,-128,-128,6553.5,444,451,505,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,157,162
03/05/2020 20:15:00.436,91,10.0,-19,0.01,0.03,4.165,94,17385.000,0.004620,0.000080,79,65535,1,12,33.3,672,255,-128,-128,6553.5,449,455,509,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,160,161
03/05/2020 20:15:01.436,89,10.0,-19,0.01,0.04,4.164,94,14145.000,0.004740,0.000080,82,65535,1,13,33.3,672,255,-128,-128,6553.5,445,452,505,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,159,168
03/05/2020 20:15:02.436,84,10.0,-19,0.01,0.03,4.164,94,13967.000,0.004740,0.000080,84,65535,1,14,33.3,672,255,-128,-128,6553.5,445,452,505,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,162,165
03/05/2020 20:15:03.436,79,10.0,-19,0.01,0.04,4.164,94,11209.000,0.004660,0.000060,86,65535,1,15,33.3,672,255,-128,-128,6553.5,445,452,506,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,160,174
03/05/2020 20:15:04.436,79,10.0,-19,0.02,0.06,4.164,94,9322.000,0.004660,0.000060,88,65535,1,16,33.3,672,255,-128,-128,6553.5,443,450,504,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,157,161
03/05/2020 20:15:05.436,82,10.0,-19,0.01,0.03,4.164,94,8074.000,0.004700,0.000080,89,65535,1,17,33.3,672,255,-128,-128,6553.5,443,450,505,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,158,162
03/05/2020 20:15:06.436,80,10.0,-19,0.02,0.04,4.164,94,7197.000,0.004700,0.000080,91,65535,1,18,33.3,672,255,-128,-128,6553.5,444,451,505,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,159,173
03/05/2020 20:15:07.436,78,10.0,-19,0.01,0.06,4.164,94,6316.000,0.004740,0.000060,92,65535,1,19,33.3,672,255,-128,-128,6553.5,441,450,505,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,156,166
03/05/2020 20:15:08.436,80,10.0,-19,0.02,0.06,4.164,94,6743.000,0.004740,0.000080,93,65535,1,20,33.3,672,255,-128,-128,6553.5,446,451,504,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,158,168
03/05/2020 20:15:09.436,84,10.0,-19,0.02,0.03,4.164,94,5442.000,0.004860,0.000100,94,65535,1,21,33.3,672,255,-128,-128,6553.5,441,449,504,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,158,169
03/05/2020 20:15:10.436,86,10.0,-19,0.01,0.06,4.164,94,5085.000,0.004860,0.000100,95,65535,1,22,33.3,672,255,-128,-128,6553.5,440,449,488,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,155,167
03/05/2020 20:15:11.436,87,10.0,-21,0.04,0.08,4.164,94,4626.000,0.004840,0.000140,95,65535,1,23,33.3,672,255,-128,-128,6553.5,453,452,506,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,154,166
03/05/2020 20:15:12.436,90,10.0,-22,0.05,0.12,4.164,94,3749.000,0.004840,0.000180,96,65535,1,24,33.3,672,255,-128,-128,6553.5,448,456,513,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,156,-177
03/05/2020 20:15:13.436,91,10.0,-23,0.03,0.09,4.164,94,4028.000,0.004740,0.000200,96,65535,1,25,33.3,672,255,-128,-128,6553.5,425,445,503,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,152,165
03/05/2020 20:15:14.436,93,10.0,-22,0.06,0.13,4.164,94,3699.000,0.004740,0.000220,97,65535,1,26,33.3,672,255,-128,-128,6553.5,437,449,504,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,158,156
03/05/2020 20:15:15.436,94,10.0,-22,0.04,0.08,4.164,94,4670.000,0.004780,0.000220,97,65535,1,27,33.3,672,255,-128,-128,6553.5,438,449,504,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,159,151
03/05/2020 20:15:16.436,94,10.0,-21,0.06,0.14,4.164,94,7290.000,0.004780,0.000260,98,65535,1,28,33.3,672,255,-128,-128,6553.5,465,454,505,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,154,180
03/05/2020 20:15:17.436,94,10.0,-22,0.06,0.10,4.164,94,8830.000,0.004860,0.000280,98,65535,1,29,33.3,672,255,-128,-128,6553.5,426,429,489,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,152,172
03/05/2020 20:15:18.436,95,10.0,-22,0.05,0.12,4.164,94,9996.000,0.004860,0.000240,98,65535,1,30,33.3,672,255,-128,-128,6553.5,447,450,505,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,151,176
03/05/2020 20:15:19.436,94,10.0,-22,0.03,0.07,4.164,94,10734.000,0.004860,0.000200,98,65535,1,31,33.3,672,255,-128,-128,6553.5,449,453,506,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,157,180
03/05/2020 20:15:20.436,95,10.0,-21,0.04,0.08,4.164,94,8915.000,0.004860,0.000160,99,65535,1,32,33.3,672,255,-128,-128,6553.5,438,446,503,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,162,163
03/05/2020 20:15:21.436,95,10.0,-22,0.05,0.09,4.164,94,9595.000,0.004660,0.000140,99,65535,1,33,33.3,672,255,-128,-128,6553.5,436,447,504,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,158,153
03/05/2020 20:15:22.436,96,10.0,-22,0.02,0.06,4.164,94,10046.000,0.004660,0.000120,99,65535,1,34,33.3,672,255,-128,-128,6553.5,426,445,498,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,159,153
03/05/2020 20:15:23.436,96,10.0,-21,0.02,0.06,4.164,94,10488.000,0.004660,0.000100,99,65535,1,35,33.3,640,255,-128,-128,6553.5,439,448,504,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,162,165
03/05/2020 20:15:24.436,96,10.0,-21,0.02,0.08,4.164,94,11643.000,0.004660,0.000100,99,65535,1,36,33.3,640,255,-128,-128,6553.5,442,448,504,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,155,168
03/05/2020 20:15:25.436,97,10.0,-22,0.02,0.06,4.164,94,10326.000,0.004700,0.000080,99,65535,1,37,33.3,640,255,-128,-128,6553.5,439,447,504,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,154,165
03/05/2020 20:15:26.436,98,10.0,-22,0.02,0.06,4.164,94,10823.000,0.004700,0.000120,99,65535,1,38,33.3,640,255,-128,-128,6553.5,441,448,503,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,156,157
03/05/2020 20:15:27.436,98,10.0,-21,0.05,0.44,4.164,94,11896.000,0.004640,0.000220,100,65535,1,39,33.3,640,255,-128,-128,6553.5,443,448,505,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,171,-39
03/05/2020 20:15:28.436,99,11.0,-13,0.26,0.40,4.164,94,11301.000,0.004640,0.000220,100,65535,1,40,33.3,640,255,-128,-128,6553.5,437,445,503,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,170,-63
03/05/2020 20:15:29.436,101,11.0,-12,0.05,0.12,4.164,94,10417.000,0.004720,0.000200,100,65535,1,41,33.3,640,255,-128,-128,6553.5,435,447,480,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,168,143
03/05/2020 20:15:30.436,101,11.0,-11,0.04,0.08,4.164,94,8987.000,0.004720,0.000180,100,65535,1,42,33.3,640,255,-128,-128,6553.5,459,454,505,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,174,180
03/05/2020 20:15:31.436,100,11.0,-10,0.03,0.13,4.164,94,8377.000,0.004840,0.000160,100,65535,1,43,33.3,640,255,-128,-128,6553.5,448,449,504,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,178,-161
03/05/2020 20:15:32.436,99,11.0,-6,0.11,0.22,4.164,94,10459.000,0.004840,0.000180,100,65535,1,44,33.3,640,255,-128,-128,6553.5,464,454,504,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,174,6
03/05/2020 20:15:33.436,98,11.0,-1,0.16,0.19,4.164,94,14437.000,0.004740,0.000180,100,65535,1,45,33.3,640,255,-128,-128,6553.5,441,449,504,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,172,10
03/05/2020 20:15:34.436,98,11.0,2,0.07,0.10,4.164,94,14182.000,0.004740,0.000180,100,65535,1,46,33.3,640,255,-128,-128,6553.5,432,444,504,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,172,20
03/05/2020 20:15:35.436,99,11.0,1,0.04,0.30,4.164,94,12901.000,0.004340,0.000160,100,65535,1,47,33.3,640,255,-128,-128,6553.5,453,451,504,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,161,176
03/05/2020 20:15:36.436,99,12.0,-10,0.32,0.44,4.164,94,12067.000,0.004340,0.000240,100,65535,1,48,33.3,640,255,-128,-128,6553.5,421,443,503,18,5,0,0,0,0,0,0.00,0.00,0.000,0.00,147,166
03/05/2020 20:15:37.436,100,12.0,-13,0.18,0.33,4.164,94,13484.000,0.004620,0.000240,100,65535,1,49,33.3,640,255,-128,-128,6553.5,408,438,502,23,6,0,0,0,0,0,0.00,0.00,0.000,0.00,172,76
03/05/2020 20:15:38.436,101,12.0,-19,0.18,0.24,4.164,94,11473.000,0.004620,0.000200,100,65535,1,50,33.3,640,255,-128,-128,6553.5,433,434,494,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,151,167
03/05/2020 20:15:39.436,102,12.0,-24,0.10,0.20,4.164,94,8953.000,0.004700,0.000180,100,65535,1,51,33.3,640,255,-128,-128,37.1,430,444,503,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,144,165
03/05/2020 20:15:40.436,102,12.0,-26,0.06,0.07,4.164,94,9573.000,0.004700,0.000160,100,65535,1,52,33.3,640,255,-128,-128,37.1,446,453,510,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,150,168
03/05/2020 20:15:41.436,103,12.0,-27,0.03,0.07,4.164,94,12880.000,0.004660,0.000120,100,65535,1,53,33.3,640,255,-128,-128,37.1,445,448,503,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,151,173
03/05/2020 20:15:42.436,102,11.0,-27,0.04,0.12,4.164,94,12191.000,0.004660,0.000120,100,65535,1,54,33.3,640,255,-128,-128,37.1,451,450,504,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,145,172
03/05/2020 20:15:43.436,103,11.0,-27,0.03,0.07,4.164,94,9911.000,0.004780,0.000100,100,65535,1,55,33.3,640,255,-128,-128,37.1,441,446,504,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,149,172
03/05/2020 20:15:44.436,102,11.0,-27,0.02,0.04,4.164,94,7711.000,0.004780,0.000100,100,65535,1,56,33.4,640,254,0,12,37.1,443,447,503,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,154,163
03/05/2020 20:15:45.436,102,11.0,-27,0.02,0.07,4.164,94,6520.000,0.004760,0.000100,100,65535,1,57,33.4,640,254,0,12,37.1,439,446,504,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,153,166
03/05/2020 20:15:46.436,101,11.0,-27,0.02,0.03,4.164,94,5303.000,0.004760,0.000080,100,65535,1,58,33.4,640,254,0,12,37.1,439,446,504,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,152,161
03/05/2020 20:15:47.436,100,11.0,-26,0.02,0.06,4.164,94,5401.000,0.004620,0.000080,100,65535,1,59,33.4,640,254,0,12,37.1,446,451,506,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,151,165
03/05/2020 20:15:48.436,100,11.0,-26,0.02,0.06,4.164,94,5109.000,0.004620,0.000100,100,65535,1,60,33.4,640,254,0,12,37.1,452,450,504,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,150,162
03/05/2020 20:15:49.436,100,11.0,-27,0.04,0.10,4.164,94,5195.000,0.004600,0.000100,100,65535,1,61,33.4,640,254,0,12,37.1,431,443,503,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,147,169
03/05/2020 20:15:50.436,99,11.0,-27,0.04,0.25,4.164,94,4708.000,0.004600,0.000140,100,65535,1,62,33.4,640,254,-7,12,37.1,434,436,501,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,166,139
03/05/2020 20:15:51.436,99,11.0,-21,0.16,0.40,4.164,94,4539.000,0.004880,0.000200,100,65535,1,63,33.4,640,254,0,12,37.1,429,443,503,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,171,80
03/05/2020 20:15:52.436,98,11.0,-23,0.05,0.13,4.164,94,4109.000,0.004880,0.000200,100,65535,1,64,33.4,640,254,-3,12,37.1,440,446,504,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,149,169
03/05/2020 20:15:53.436,98,11.0,-25,0.06,0.10,4.164,94,5902.000,0.004800,0.000200,100,65535,1,65,33.4,640,254,0,12,37.1,436,445,503,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,148,162
03/05/2020 20:15:54.436,98,11.0,-25,0.06,0.10,4.164,94,10488.000,0.004800,0.000180,100,65535,1,66,33.4,640,254,0,12,37.1,441,445,504,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,149,163
03/05/2020 20:15:55.436,97,11.0,-25,0.03,0.08,4.164,94,12994.000,0.005060,0.000220,100,65535,1,67,33.4,640,254,0,12,37.1,441,446,504,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,150,160
03/05/2020 20:15:56.436,96,11.0,-26,0.03,0.07,4.164,94,10311.000,0.005060,0.000180,100,65535,1,68,33.4,640,254,0,12,37.1,437,445,503,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,152,159
03/05/2020 20:15:57.436,97,11.0,-26,0.03,0.08,4.164,94,13047.000,0.004960,0.000140,100,65535,1,69,33.4,640,254,0,12,37.1,425,439,502,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,147,160
03/05/2020 20:15:58.436,98,12.0,-27,0.02,0.03,4.164,94,12605.000,0.004960,0.000120,100,65535,1,70,33.4,640,254,0,12,37.1,436,444,504,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,151,166
03/05/2020 20:15:59.436,98,12.0,-27,0.02,0.07,4.164,94,11515.000,0.004740,0.000120,100,65535,1,71,33.5,640,254,0,12,37.1,432,444,503,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,153,161
03/05/2020 20:16:00.436,98,12.0,-27,0.02,0.13,4.164,94,10734.000,0.004740,0.000100,100,65535,1,72,33.5,640,254,0,12,37.1,435,445,503,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,161,150
03/05/2020 20:16:01.436,97,12.0,-27,0.01,0.04,4.164,94,8833.000,0.004700,0.000100,100,65535,1,73,33.5,640,254,0,12,37.1,436,444,503,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,154,162
03/05/2020 20:16:02.436,95,12.0,-26,0.01,0.04,4.164,94,9099.000,0.004700,0.000080,100,65535,1,74,33.5,640,254,0,12,37.1,429,441,504,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,150,162
03/05/2020 20:16:03.436,94,12.0,-26,0.02,0.04,4.164,94,8169.000,0.004640,0.000100,100,65535,1,75,33.5,640,254,0,12,37.1,436,444,503,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,153,163
03/05/2020 20:16:04.436,93,12.0,-26,0.02,0.04,4.164,94,8273.000,0.004640,0.000100,100,65535,1,76,33.5,640,254,0,12,37.1,435,444,502,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,151,161
03/05/2020 20:16:05.436,94,12.0,-27,0.01,0.04,4.164,94,8526.000,0.004740,0.000100,100,65535,1,77,33.5,640,254,0,12,37.1,435,443,502,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,153,159
03/05/2020 20:16:06.436,94,13.0,-27,0.01,0.04,4.164,94,7831.000,0.004740,0.000100,100,65535,1,78,33.5,640,254,-11,12,37.1,434,445,503,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,153,158
03/05/2020 20:16:07.436,91,13.0,-27,0.02,0.06,4.164,94,7996.000,0.004860,0.000100,100,65535,1,79,33.5,640,254,0,12,37.1,436,443,503,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,154,158
03/05/2020 20:16:08.436,90,13.0,-27,0.01,0.06,4.164,94,7180.000,0.004860,0.000100,100,65535,1,80,33.5,640,190,0,12,37.1,440,445,503,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,154,165
03/05/2020 20:16:09.436,89,13.0,-26,0.02,0.12,4.164,94,7877.000,0.004780,0.000080,100,65535,1,81,33.5,640,254,0,12,37.1,437,445,503,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,163,157
03/05/2020 20:16:10.436,88,13.0,-26,0.01,0.03,4.164,94,8289.000,0.004780,0.000080,100,65535,1,82,33.5,640,254,-2,12,37.1,436,444,503,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,150,161
03/05/2020 20:16:11.436,89,13.0,-26,0.02,0.14,4.164,94,6427.000,0.004640,0.000080,100,65535,1,83,33.5,640,254,0,12,37.1,424,434,489,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,163,-175
03/05/2020 20:16:12.436,92,13.0,-27,0.02,0.04,4.164,94,5156.000,0.004640,0.000100,100,65535,1,84,33.5,640,254,0,12,37.1,435,445,503,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,153,159
03/05/2020 20:16:13.436,92,13.0,-27,0.01,0.03,4.164,94,4342.000,0.004760,0.000100,100,65535,1,85,33.5,640,254,0,12,37.1,437,444,503,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,152,163
03/05/2020 20:16:14.436,90,14.0,-27,0.01,0.04,4.164,94,4107.000,0.004760,0.000100,100,65535,1,86,33.5,640,254,-1,12,37.1,438,444,503,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,154,161
03/05/2020 20:16:15.436,85,14.0,-26,0.01,0.04,4.164,94,7432.000,0.004920,0.000080,100,65535,1,87,33.5,640,254,0,12,37.1,442,447,506,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,153,161
03/05/2020 20:16:16.436,83,14.0,-26,0.01,0.12,4.164,94,8335.000,0.004920,0.000060,100,65535,1,88,33.5,640,254,0,12,37.1,441,445,503,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,144,166
03/05/2020 20:16:17.436,82,14.0,-27,0.02,0.04,4.164,94,7009.000,0.004820,0.000080,100,65535,1,89,33.6,640,254,0,12,37.1,437,444,502,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,150,162
03/05/2020 20:16:18.436,85,14.0,-26,0.01,0.04,4.164,94,6051.000,0.004820,0.000060,100,65535,1,90,33.6,640,254,0,12,37.1,438,445,503,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,151,158
03/05/2020 20:16:19.436,87,14.0,-26,0.01,0.03,4.164,94,5860.000,0.004820,0.000080,100,65535,1,91,33.6,640,254,-1,12,37.1,439,444,503,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,150,161
03/05/2020 20:16:20.436,87,14.0,-26,0.02,0.04,4.164,94,5399.000,0.004820,0.000060,100,65535,1,92,33.6,640,254,0,12,37.1,441,446,510,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,153,161
03/05/2020 20:16:21.436,87,14.0,-26,0.01,0.06,4.164,94,5079.000,0.004640,0.000080,100,65535,1,93,33.6,640,254,0,12,37.1,431,441,502,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,152,161
03/05/2020 20:16:22.436,88,14.0,-26,0.01,0.04,4.164,94,4029.000,0.004640,0.000100,100,65535,1,94,33.6,640,254,0,12,37.1,441,441,482,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,151,159
03/05/2020 20:16:23.436,89,14.0,-27,0.02,0.08,4.164,94,3770.000,0.004280,0.000100,100,65535,1,95,33.6,640,254,-1,12,37.1,437,444,504,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,149,160
03/05/2020 20:16:24.436,91,14.0,-27,0.02,0.06,4.164,94,4135.000,0.004280,0.000100,100,65535,1,96,33.6,640,254,0,12,37.1,435,438,497,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,151,159
03/05/2020 20:16:25.436,92,14.0,-27,0.02,0.07,4.164,94,4871.000,0.004460,0.000120,100,65535,1,97,33.6,640,254,0,12,37.1,441,444,502,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,151,155
03/05/2020 20:16:26.436,93,14.0,-27,0.02,0.07,4.164,94,5794.000,0.004460,0.000100,100,65535,1,98,33.6,640,254,0,12,37.1,444,446,504,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,154,162
03/05/2020 20:16:27.436,93,14.0,-27,0.02,0.06,4.164,94,5052.000,0.004420,0.000100,100,65535,1,99,33.6,640,254,0,12,37.1,412,437,502,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,151,162
03/05/2020 20:16:28.436,94,14.0,-27,0.01,0.04,4.164,94,5411.000,0.004420,0.000080,100,65535,1,100,33.6,640,254,0,12,37.1,441,450,512,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,153,160
03/05/2020 20:16:29.436,94,14.0,-27,0.02,0.04,4.164,94,6677.000,0.004480,0.000080,100,65535,1,101,33.6,640,254,0,12,37.1,437,444,503,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,154,158
03/05/2020 20:16:30.436,94,14.0,-27,0.02,0.04,4.164,94,5448.000,0.004480,0.000080,100,65535,1,102,33.6,640,254,-7,12,37.1,438,445,503,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,150,162
03/05/2020 20:16:31.436,93,14.0,-26,0.01,0.03,4.164,94,5424.000,0.004140,0.000080,100,65535,1,103,33.6,640,254,0,12,37.1,438,445,503,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,150,160
03/05/2020 20:16:32.436,92,14.0,-26,0.01,0.03,4.164,94,4322.000,0.004140,0.000080,100,65535,1,104,33.6,640,254,0,12,37.1,456,449,504,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,153,161
03/05/2020 20:16:33.436,93,14.0,-26,0.02,0.04,4.164,94,3857.000,0.003800,0.000120,100,65535,1,105,33.6,640,254,-15,12,37.1,436,443,503,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,153,161
03/05/2020 20:16:34.436,95,14.0,-27,0.02,0.07,4.164,94,3913.000,0.003800,0.000120,100,65535,1,106,33.6,640,254,0,12,37.1,433,443,502,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,149,162
03/05/2020 20:16:35.436,97,14.0,-27,0.03,0.06,4.164,94,4288.000,0.004020,0.000100,100,65535,1,107,33.6,640,254,0,12,37.1,428,443,486,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,149,162
03/05/2020 20:16:36.436,97,14.0,-27,0.02,0.04,4.164,94,4947.000,0.004020,0.000080,100,65535,1,108,33.6,640,254,0,12,37.1,437,445,504,28,7,0,0,0,0,0,0.00,0.00,0.000,0.00,147,160
