1588504529.000000, IBI
12.594326,0.593777
13.141227,0.546900
13.781881,0.640654
14.328781,0.546900
25.751179,0.593777
26.391833,0.640654
26.985610,0.593777
27.579387,0.593777
28.266919,0.687531
28.876322,0.609403
29.485725,0.609403
30.063876,0.578151
30.704530,0.640654
31.298308,0.593777
31.907711,0.609403
32.517113,0.609403
33.142142,0.625029
33.767171,0.625029
34.392199,0.625029
35.032854,0.640654
35.673508,0.640654
36.298537,0.625029
37.001694,0.703157
37.626722,0.625029
38.236125,0.609403
44.298903,0.687531
44.923931,0.625029
45.564586,0.640654
46.220866,0.656280
46.892771,0.671906
47.595929,0.703157
48.345963,0.750034
49.095997,0.750034
49.846032,0.750034
50.517937,0.671906
51.205469,0.687531
51.861749,0.656280
52.549280,0.687531
53.252438,0.703157
53.939969,0.687531
54.564998,0.625029
55.299406,0.734409
55.986938,0.687531
56.596341,0.609403
57.252621,0.656280
63.018510,0.656280
63.659164,0.640654
64.315444,0.656280
64.956098,0.640654
65.596753,0.640654
66.284284,0.687531
66.878061,0.593777
67.503090,0.625029
68.081241,0.578151
68.706270,0.625029
69.315673,0.609403
70.050081,0.734409
70.815742,0.765660
71.597027,0.781286
72.347062,0.750034
73.112722,0.765660
73.847130,0.734409
74.550287,0.703157
75.253445,0.703157
75.956602,0.703157
76.628508,0.671906
77.316039,0.687531
77.972319,0.656280
78.628599,0.656280
79.300505,0.671906
79.894282,0.593777
80.519311,0.625029
81.175591,0.656280
81.894374,0.718783
82.660034,0.765660
83.410068,0.750034
84.144477,0.734409
84.847634,0.703157
85.550791,0.703157
86.253948,0.703157
86.988357,0.734409
87.691514,0.703157
88.410297,0.718783
89.097828,0.687531
89.738483,0.640654
90.410388,0.671906
91.097920,0.687531
91.785451,0.687531
92.504234,0.718783
93.144889,0.640654
93.801169,0.656280
94.457449,0.656280
95.129354,0.671906
95.832512,0.703157
96.551295,0.718783
97.270077,0.718783
97.957609,0.687531
98.629515,0.671906
99.285795,0.656280
99.973326,0.687531
100.629606,0.656280
101.270261,0.640654
101.926541,0.656280
102.598446,0.671906
103.301604,0.703157
104.036012,0.734409
104.754795,0.718783
105.426701,0.671906
106.129858,0.703157
106.817389,0.687531
107.364290,0.546900
108.004944,0.640654
108.676850,0.671906
109.442510,0.765660
110.255047,0.812537
110.942578,0.687531
111.614484,0.671906
112.286390,0.671906
112.989547,0.703157
113.723956,0.734409
114.473990,0.750034
115.208399,0.734409
115.942807,0.734409
116.645964,0.703157
117.317870,0.671906
117.989776,0.671906
118.677307,0.687531
119.364839,0.687531
120.052370,0.687531
120.724276,0.671906
121.396182,0.671906
122.052462,0.656280
122.708742,0.656280
136.459371,0.625029
137.100026,0.640654
137.740680,0.640654
138.381334,0.640654
139.053240,0.671906
139.725146,0.671906
140.428303,0.703157
141.115834,0.687531
141.818992,0.703157
142.490897,0.671906
143.178429,0.687531
143.881586,0.703157
144.569118,0.687531
145.272275,0.703157
145.975432,0.703157
146.678589,0.703157
147.381746,0.703157
148.116155,0.734409
148.913066,0.796911
149.647475,0.734409
150.381884,0.734409
151.116292,0.734409
151.819449,0.703157
152.475729,0.656280
153.178887,0.703157
153.819541,0.640654
154.475821,0.656280
155.147727,0.671906
155.835258,0.687531
156.569667,0.734409
157.304075,0.734409
157.944730,0.640654
158.632261,0.687531
159.304167,0.671906
159.976073,0.671906
160.632353,0.656280
161.288633,0.656280
161.960539,0.671906
162.616819,0.656280
163.273099,0.656280
163.960630,0.687531
164.663787,0.703157
165.366945,0.703157
166.054476,0.687531
166.742007,0.687531
167.460790,0.718783
168.179573,0.718783
168.851479,0.671906
169.570262,0.718783
170.273419,0.703157
170.976576,0.703157
171.679734,0.703157
172.382891,0.703157
173.039171,0.656280
173.711076,0.671906
174.351731,0.640654
175.039262,0.687531
175.664291,0.625029
176.304945,0.640654
176.945600,0.640654
177.617505,0.671906
178.289411,0.671906
178.961317,0.671906
179.617597,0.656280
180.273877,0.656280
180.945783,0.671906
181.586437,0.640654
182.258343,0.671906
182.914623,0.656280
183.524026,0.609403
184.180306,0.656280
184.805334,0.625029
185.445989,0.640654
186.149146,0.703157
186.867929,0.718783
187.602337,0.734409
188.289869,0.687531
188.977400,0.687531
189.664932,0.687531
190.352463,0.687531
191.055620,0.703157
191.696275,0.640654
211.431553,0.703157
212.165962,0.734409
212.931622,0.765660
213.712908,0.781286
214.478568,0.765660
215.244228,0.765660
215.978636,0.734409
216.697419,0.718783
217.447453,0.750034
218.213114,0.765660
218.994399,0.781286
219.775685,0.781286
220.525719,0.750034
221.260128,0.734409
222.025788,0.765660
222.807074,0.781286
223.588360,0.781286
224.338394,0.750034
225.088428,0.750034
225.807211,0.718783
226.588497,0.781286
227.401034,0.812537
228.244823,0.843789
229.057360,0.812537
229.776143,0.718783
230.588680,0.812537
231.416843,0.828163
232.245006,0.828163
233.041917,0.796911
233.745075,0.703157
234.541986,0.796911
235.354523,0.812537
236.182686,0.828163
237.010849,0.828163
237.839012,0.828163
238.651549,0.812537
239.479712,0.828163
240.276623,0.796911
241.042284,0.765660
241.854821,0.812537
242.698609,0.843789
243.526772,0.828163
244.276807,0.750034
245.073718,0.796911
245.901881,0.828163
246.683167,0.781286
247.370698,0.687531
248.042604,0.671906
248.808264,0.765660
249.573924,0.765660
250.402087,0.828163
251.214624,0.812537
251.995910,0.781286
252.792821,0.796911
253.574107,0.781286
254.371019,0.796911
255.183556,0.812537
255.996093,0.812537
256.808630,0.812537
257.621167,0.812537
258.433705,0.812537
259.261868,0.828163
260.074405,0.812537
260.871316,0.796911
261.605725,0.734409
262.355759,0.750034
263.090168,0.734409
263.824576,0.734409
264.605862,0.781286
265.418399,0.812537
266.277814,0.859414
267.121602,0.843789
267.965391,0.843789
268.793554,0.828163
269.621717,0.828163
270.418628,0.796911
271.184288,0.765660
271.887445,0.703157
272.543725,0.656280
273.246883,0.703157
