1583990996.000000, 1583990996.000000, 1583990996.000000
32.000000, 32.000000, 32.000000
-33,-50,-22
-33,-50,-22
-33,-50,-22
-33,-50,-22
-33,-51,-22
-33,-51,-22
-33,-51,-22
-33,-51,-22
-33,-51,-22
-33,-51,-22
-33,-51,-22
-33,-50,-22
-33,-50,-22
-33,-50,-22
-33,-51,-22
-33,-51,-22
-33,-51,-22
-33,-51,-22
-33,-51,-22
-33,-50,-22
-33,-50,-22
-33,-50,-22
-33,-51,-22
-33,-51,-22
-33,-50,-22
-33,-50,-22
-33,-50,-22
-33,-51,-23
-33,-51,-22
-33,-50,-22
-33,-50,-23
-33,-51,-22
-33,-50,-22
-33,-51,-22
-33,-51,-22
-33,-51,-22
-33,-50,-22
-33,-50,-22
-33,-51,-23
-33,-50,-22
-33,-51,-22
-33,-51,-23
-33,-51,-22
-33,-50,-23
-33,-50,-22
-33,-50,-22
-33,-50,-22
-33,-51,-22
-33,-51,-22
-33,-51,-22
-33,-50,-22
-33,-50,-22
-33,-50,-22
-33,-50,-22
-33,-50,-23
-33,-50,-22
-33,-51,-22
-33,-51,-22
-33,-51,-22
-33,-51,-23
-33,-51,-22
-33,-50,-22
-33,-50,-23
-33,-50,-23
-33,-50,-22
-33,-51,-22
-33,-51,-23
-33,-51,-22
-33,-51,-23
-33,-51,-22
-33,-50,-22
-33,-50,-22
-33,-50,-22
-33,-51,-22
-33,-50,-23
-33,-51,-23
-33,-50,-22
-33,-50,-22
-33,-51,-22
-33,-50,-22
-33,-50,-23
-33,-51,-22
-33,-51,-23
-33,-50,-22
-33,-51,-23
-33,-51,-22
-33,-51,-22
-33,-51,-23
-33,-50,-22
-33,-51,-22
-33,-51,-23
-33,-51,-23
-33,-51,-22
-33,-50,-23
-33,-50,-23
-33,-51,-22
-33,-51,-22
-33,-50,-22
-33,-50,-22
-33,-51,-23
-33,-50,-22
-33,-51,-22
-33,-50,-23
-33,-50,-22
-33,-50,-23
-33,-51,-23
-33,-50,-22
-33,-50,-22
-33,-50,-22
-33,-51,-22
-33,-50,-22
-33,-50,-22
-33,-50,-23
-33,-50,-23
-33,-50,-22
-33,-51,-22
-33,-51,-23
-33,-50,-22
-33,-50,-23
-33,-51,-23
-33,-50,-22
-33,-50,-23
-33,-50,-22
-33,-51,-22
-33,-50,-22
-33,-50,-22
-33,-50,-22
-33,-51,-22
-33,-51,-22
-33,-50,-22
-33,-50,-23
-33,-50,-22
-32,-50,-22
-33,-51,-23
-33,-51,-22
-33,-50,-22
-33,-50,-22
-33,-50,-23
-33,-51,-22
-33,-50,-22
-33,-51,-23
-33,-51,-23
-33,-51,-22
-33,-50,-22
-33,-51,-22
-33,-51,-23
-33,-50,-22
-33,-50,-22
-33,-51,-22
-33,-51,-23
-33,-50,-22
-33,-50,-23
-33,-51,-22
-33,-51,-22
-33,-51,-22
-33,-51,-22
-33,-51,-23
-33,-51,-22
-33,-51,-22
-33,-51,-23
-33,-50,-23
-33,-50,-22
-33,-50,-22
-33,-50,-23
-33,-51,-23
-33,-51,-22
-33,-51,-23
-33,-50,-23
-33,-51,-23
-33,-51,-22
-33,-50,-22
-33,-50,-23
-33,-50,-22
-33,-50,-22
-33,-50,-22
-33,-50,-22
-33,-50,-23
-33,-50,-23
-33,-51,-22
-33,-51,-23
-33,-50,-23
-33,-50,-22
-33,-50,-22
-33,-51,-22
-32,-51,-22
-33,-50,-23
-33,-50,-22
-33,-50,-22
-33,-50,-22
-33,-51,-22
-33,-51,-23
-33,-51,-23
-33,-50,-22
-33,-50,-23
-33,-50,-22
